code,use,last,first,middle(s),last,suffix,nick,note,pos,hf,hi,wt,s/c,bm,bd,by,tob,sob,cob,dm,dd,dy,tod,sod,cod
babyd001,Dave,Babych,David,Michael,Babych,,Gramps,,D,6,2,215,L,5,23,1961,Edmonton,AB,Canada,,,,,,
babyw001,Wayne,Babych,Wayne,Joseph,Babych,,,,R,5,11,191,R,6,6,1958,Edmonton,AB,Canada,,,,,,
babyj001,John,Baby,John,George,Baby,,,,D,6,0,195,R,5,18,1957,Sudbury,ON,Canada,,,,,,
bacaj001,Jergus,Baca,Jergus,,Baca,,,,D,6,2,211,L,1,4,1965,Liptovsky Mikulas,,Slovakia,,,,,,
bacaj002,Jason,Bacashihua,,,,,Cash,,G,5,11,177,L,9,20,1982,Garden City,MI,USA,,,,,,
bachr002,Richard,Bachman,,,,,,,G,5,11,170,,7,25,1987,Salt Lake City,UT,USA,,,,,,
bachr001,Ryan,Bach,Ryan,,Bach,,Bacher,,G,6,1,185,L,10,21,1973,Sherwood Park,AB,Canada,,,,,,
backd001,David,Backes,,,,,,,R,6,3,225,R,5,1,1984,Blaine,MN,USA,,,,,,
backj001,Johan,Backlund,,,,,,,G,6,2,198,R,7,24,1981,Skelleftea,,Sweden,,,,,,
backm001,Mikael,Backlund,,,,,,,C,6,0,194,L,3,17,1989,Vasteras,,Sweden,,,,,,
backc001,Christian,Backman,,,,,,,D,6,4,206,L,4,28,1980,Alingsas,,Sweden,,,,,,
backm002,Mike,Backman,Michael,Charles,Backman,,,,R,5,10,175,R,1,2,1955,Halifax,NS,Canada,,,,,,
backp001,Pete,Backor,Peter,,Backor,,,,D,6,0,190,L,4,29,1919,Fort William,ON,Canada,6,30,1988,,,
backn001,Niklas,Backstrom,,,,,,,G,6,2,196,L,2,13,1978,Helsinki,,Finland,,,,,,
backn002,Nicklas,Backstrom,,,,,,,C,6,0,183,L,11,23,1987,Gavle,,Sweden,,,,,,
backr001,Ralph,Backstrom,Ralph,Gerald,Backstrom,,,,C,5,10,165,L,9,18,1937,Kirkland Lake,ON,Canada,,,,,,
baers001,Sven,Baertschi,,,,,,,L,5,10,181,,10,5,1992,Bern,,Switzerland,,,,,,
bagnd001,Drew,Bagnall,,,,,,,D,6,3,220,,10,26,1983,Oakbank,MB,Canada,,,,,,
baila001,Ace,Bailey,Irvine,Wallace,Bailey,,,,R,5,10,160,R,7,3,1903,Bracebridge,ON,Canada,4,7,1992,,,
bailb001,Bob,Bailey,Robert,Allan,Bailey,,Bashin Bob,,R,5,11,180,R,5,29,1931,Kenora,ON,Canada,10,24,2003,,,
bailg001,Garnet,Bailey,Garnet,Edward,Bailey,,Ace,,L,5,11,192,L,6,13,1948,Lloydminster,SK,Canada,9,11,2001,New York,NY,USA
bailj001,Josh,Bailey,,,,,,,C,6,1,188,L,10,2,1989,Oshawa,ON,Canada,,,,,,
bailr001,Reid,Bailey,Reid,,Bailey,,,,D,6,2,200,L,5,28,1956,Toronto,ON,Canada,,,,,,
bails001,Scott,Bailey,Scott,,Bailey,,Bailes,,G,6,0,195,L,5,2,1972,Calgary,AB,Canada,,,,,,
bailj002,Joel,Baillargeon,Joel,,Baillargeon,,,,L,6,1,205,L,10,6,1964,Charlesbourg,QC,Canada,,,,,,
bairk001,Ken,Baird,Kenneth,Stewart,Baird,,,,D,6,0,190,L,2,1,1951,Flin Flon,MB,Canada,,,,,,
bakeb001,Bill,Baker,William,Robert,Baker,,,,D,6,1,195,L,11,29,1956,Grand Rapids,MN,USA,,,,,,
bakej001,Jamie,Baker,James,Patrick,Baker,,,,C,6,0,195,L,8,31,1966,Nepean,ON,Canada,,,,,,
bakes001,Steve,Baker,Stephen,,Baker,,Broadway,,G,6,3,200,L,5,6,1957,Boston,MA,USA,,,,,,
bakop001,Peter,Bakovic,Peter,George,Bakovic,,,,L,6,2,200,R,1,31,1965,Thunder Bay,ON,Canada,,,,,,
balac001,Chris,Bala,,,,,,,L,6,1,196,L,9,24,1978,Alexandria,VA,USA,,,,,,
balaj001,Jaroslav,Balastik,,,,,,,L,6,2,205,L,11,28,1979,Gottwaldov,,Czech Republic,,,,,,
baldh001,Helmut,Balderis,Helmut,,Balderis,,The Riga Express/Electric Train,,R,5,11,190,R,6,30,1952,Riga,,Latvia,,,,,,
baldd001,Doug,Baldwin,Douglas,Colin Roy,Baldwin,,,,D,6,0,175,L,11,2,1922,Winnipeg,MB,Canada,7,10,2007,Gimli,MB,Canada
balej001,Jozef,Balej,,,,,,,R,6,1,195,R,2,22,1982,Myjava,,Slovakia,,,,,,
balem001,Mike,Bales,Michael,Raymond,Bales,,Baler,,G,6,1,200,L,8,6,1971,Prince Albert,SK,Canada,,,,,,
balfe001,Earl,Balfour,Earl,Frederick,Balfour,,Spider,,L,6,1,180,L,1,4,1933,Toronto,ON,Canada,,,,,,
balfm001,Murray,Balfour,Murray,Lewis,Balfour,,Rocky,,R,5,9,178,R,8,24,1936,Regina,SK,Canada,5,30,1965,Regina,SK,Canada
ballk001,Keith,Ballard,,,,,,,D,5,11,208,L,11,26,1982,Baudette,MN,USA,,,,,,
ballb001,Blake,Ball,Blake,Douglas,Ball,,,,D,6,3,210,L,2,25,1938,Berks Falls,ON,Canada,1,20,2006,,,
ballt001,Terry,Ball,Terrence,James,Ball,,,,D,5,9,160,R,11,29,1944,Selkirk,MB,Canada,,,,,,
balmm001,Maxim,Balmochnykh,Maxim,,Balmochnykh,,,,L,6,1,210,L,3,7,1979,Lipetsk,,Russia,,,,,,
balod001,Dave,Balon,David,Alexander,Balon,,,,L,5,10,180,L,8,2,1938,Wakaw,SK,Canada,5,29,2007,Prince Albert,SK,Canada
baltb001,Bryon,Baltimore,Byron,Donald,Baltimore,,Balts,,D,6,2,190,R,8,26,1952,Whitehorse,YT,Canada,,,,,,
balus001,Stan,Baluik,Stanley,,Baluik,,,,C,5,8,160,L,10,5,1935,Port Arthur,ON,Canada,,,,,,
bancs001,Steve,Bancroft,Steven,,Bancroft,,,,D,6,1,214,L,10,6,1970,Toronto,ON,Canada,,,,,,
bandj001,Jeff,Bandura,Jeffrey,Joseph Mitchell,Bandura,,,,D,6,1,195,R,2,4,1957,White Rock,BC,Canada,,,,,,
banhf001,Frank,Banham,Frank,,Banham,,,,R,6,0,190,R,4,14,1975,Calahoo,AB,Canada,,,,,,
bankd001,Darren,Banks,Darren,Alexander,Banks,,,,L,6,2,215,L,3,18,1966,Toronto,ON,Canada,,,,,,
bannm001,Murray,Bannerman,Murray,,Bannerman,,Banana,,G,5,11,185,L,4,27,1957,Ft. Frances,ON,Canada,,,,,,
bannd001,Drew,Bannister,Drew,,Bannister,,,,D,6,2,200,R,9,4,1974,Belleville,ON,Canada,,,,,,
barar001,Ralph,Barahona,Ralph,J.,Barahona,,,,C,5,10,180,L,11,16,1965,Long Beach,CA,USA,,,,,,
barai001,Ivan,Baranka,,,,,,,D,6,3,205,L,5,19,1985,Ilva,,Slovakia,,,,,,
barba001,Andy,Barbe,Andrew,Joseph,Barbe,,,,R,6,0,170,R,7,27,1923,Coniston,ON,Canada,1,15,2004,Pittsburgh,PA,USA
barbb001,Bill,Barber,William,Charles,Barber,,Swannie,,L,6,0,195,L,7,11,1952,Callander,ON,Canada,,,,,,
barbb002,Bob,Barber,Robert,Ian,Barber,,Butch,,D,5,10,172,L,8,31,1943,Fairview,AB,Canada,,,,,,
barbd001,Don,Barber,Donald,Frederick,Barber,,The Swan,,L,6,2,205,L,12,2,1964,Victoria,BC,Canada,,,,,,
barck001,Krys,Barch,,,,,,,R,6,2,200,L,3,26,1980,Hamilton,ON,Canada,,,,,,
barib001,Bill,Barilko,William,D.,Barilko,,Bashin' Bill,,D,5,11,180,L,3,25,1927,Timmins,ON,Canada,8,26,1951,Cochrane,ON,Canada
barim001,Michal,Barinka,,,,,,,D,6,3,217,L,6,12,1984,Vyskov,,Czech Republic,,,,,,
barkc001,Cam,Barker,,,,,,,D,6,3,222,L,4,4,1986,Winnipeg,MB,Canada,,,,,,
barkd001,Doug,Barkley,Norman,Douglas,Barkley,,,,D,6,2,185,R,1,6,1937,Lethbridge,AB,Canada,,,,,,
barlb001,Bob,Barlow,Robert,George,Barlow,,,,L,5,10,165,L,6,17,1935,Hamilton,ON,Canada,,,,,,
barnm001,Matthew,Barnaby,Matthew,,Barnaby,,Killer,,R,6,0,189,L,5,4,1973,Ottawa,ON,Canada,,,,,,
barnb001,Blair,Barnes,Blair,,Barnes,,Barnsey,,R,5,11,190,R,9,21,1960,Windsor,ON,Canada,6,29,2010,Chicago,IL,USA
barnn001,Norm,Barnes,Norman,Leonard Charles,Barnes,,,,D,6,0,190,L,8,24,1953,Toronto,ON,Canada,,,,,,
barnr001,Ryan,Barnes,,,,,,,L,6,1,201,L,1,30,1980,Dunnville,ON,Canada,,,,,,
barns001,Scott,Barney,,,,,,,C,6,4,210,R,3,27,1979,Oshawa,ON,Canada,,,,,,
barns002,Stu,Barnes,Stuart,Douglas,Barnes,,,,C,5,11,180,R,12,25,1970,Spruce Grove,AB,Canada,,,,,,
barom001,Marco,Baron,Marco,Joseph,Baron,,,,G,5,11,180,L,4,8,1959,Montreal,QC,Canada,,,,,,
barom002,Murray,Baron,Murray,D.,Baron,,Bear,,D,6,3,215,L,6,1,1967,Prince George,BC,Canada,,,,,,
baron001,Normand,Baron,Normand,,Baron,,,,L,6,0,205,L,12,15,1957,Verdun,QC,Canada,,,,,,
barrd001,Doug,Barrault,Douglas,,Barrault,,,,R,6,2,205,R,4,21,1970,Golden,BC,Canada,,,,,,
barrt001,Tom,Barrasso,Thomas,Patrick,Barrasso,,Tomcat,,G,6,3,210,R,3,31,1965,Boston,MA,USA,,,,,,
barrd002,Dave,Barr,David,Angus,Barr,,,,R,6,1,195,R,11,30,1960,Toronto,ON,Canada,,,,,,
barrf001,Fred,Barrett,Frederick,William,Barrett,,Swoop,,D,5,11,195,L,1,26,1950,Ottawa,ON,Canada,,,,,,
barrj001,John,Barrett,John,David,Barrett,,Bear,,D,6,1,210,L,7,1,1958,Ottawa,ON,Canada,,,,,,
barrd003,Doug,Barrie,Douglas,Robert,Barrie,,,,D,5,9,175,R,10,2,1946,Edmonton,AB,Canada,,,,,,
barrl001,Len,Barrie,Len,,Barrie,,,,C,6,0,200,L,6,4,1969,Kimberley,BC,Canada,,,,,,
barrt002,Tyson,Barrie,,,,,,,D,5,10,190,,7,26,1991,Victoria,BC,Canada,,,,,,
barre001,Ed,Barry,Edward,Thomas,Barry,,,,D,5,10,180,L,10,12,1919,Wellesley,MA,USA,,,,,,
barrm001,Marty,Barry,Martin,A.,Barry,,Goal-a-Game,,C,5,11,175,L,12,8,1905,Quebec,QC,Canada,8,20,1969,,,
barrr001,Ray,Barry,William,Raymond,Barry,,,,C,5,11,170,L,10,4,1928,Revere,MA,USA,,,,,,
bartl001,Lubos,Bartecko,Lubos,,Bartecko,,,,L,5,11,200,L,7,14,1976,Kezmarok,,Slovakia,,,,,,
bartr001,Robin,Bartel,Robin,Dale,Bartel,,,,D,6,0,200,L,5,16,1961,Drake,SK,Canada,,,,,,
bartm002,Matt,Bartkowski,,,,,,,D,6,1,196,,6,4,1988,Pittsburgh,PA,USA,,,,,,
bartj001,Jim,Bartlett,James,Baker,Bartlett,,Rocky,,L,5,9,165,L,5,27,1932,Verdun,QC,Canada,,,,,,
bartc001,Cliff,Barton,Clifford,John,Barton,,,,R,5,7,155,R,9,3,1907,Sault Ste. Marie,MI,USA,9,14,1969,,,
bartm001,Milan,Bartovic,,,,,,,R,5,11,200,L,4,9,1981,Trencin,,Slovakia,,,,,,
bartp001,Peter,Bartos,,,,,,,L,6,0,185,R,9,5,1973,Martin,,Czech Republic,,,,,,
barto001,Oskars,Bartulis,,,,,,,D,6,2,184,L,1,21,1987,Ogre,,Latvia,,,,,,
basha001,Andrei,Bashkirov,Andrei,,Bashkirov,,,,L,6,0,215,L,6,22,1970,Shelehov,,Russia,,,,,,
bassc001,Cody,Bass,,,,,,,C,6,0,206,R,1,7,1987,Owen Sound,ON,Canada,,,,,,
bassb001,Bob,Bassen,Robert,P.,Bassen,,Bass,,C,5,10,185,L,5,6,1965,Calgary,AB,Canada,,,,,,
bassh001,Hank,Bassen,Henry,,Bassen,,Red,,G,5,10,180,L,12,6,1932,Calgary,AB,Canada,5,29,2009,Calgary,AB,Canada
bastb001,Baz,Bastien,Aldege,,Bastien,,,,G,5,7,160,L,8,29,1919,Timmins,ON,Canada,3,15,1983,,,
bastr001,Ryan,Bast,Ryan,,Bast,,,,D,6,2,190,L,8,27,1975,Regina,SK,Canada,,,,,,
batej001,Jamie,Bateman,James,,Bateman,,,,L,6,1,185,L,9,16,1954,Thetford Mines,QC,Canada,,,,,,
bates001,Shawn,Bates,Shawn,William,Bates,,,,C,6,0,210,R,4,3,1975,Melrose,MA,USA,,,,,,
bathf001,Frank,Bathe,Francis,Leonard,Bathe,,,,D,6,1,185,L,9,27,1954,Oshawa,ON,Canada,,,,,,
batha001,Andy,Bathgate,Andrew,James,Bathgate,,Handy Andy,,R,6,0,180,R,8,28,1932,Winnipeg,MB,Canada,,,,,,
bathf002,Frank,Bathgate,Frank,Douglas,Bathgate,,Biscuit,,C,5,10,162,R,2,14,1930,Winnipeg,MB,Canada,,,,,,
battb001,Bates,Battaglia,Jonathan,Bates,Battaglia,,,,L,6,2,205,L,12,13,1975,Chicago,IL,USA,,,,,,
battj001,Jeff,Batters,Jeffrey,William,Batters,,,,D,6,2,215,R,10,23,1970,Victoria,BC,Canada,8,23,1996,,,
batyr001,Ruslan,Batyrshin,Ruslan,,Batyrshin,,,,D,6,1,185,L,2,19,1975,Moscow,,Russia,,,,,,
baueb001,Bobby,Bauer,Robert,Theodore,Bauer,,,,R,5,6,150,R,2,16,1915,Waterloo,ON,Canada,9,16,1964,,,
baumg001,Gary,Bauman,Gary,Glenwood,Bauman,,,,G,5,11,175,L,7,21,1940,Innisfail,AB,Canada,10,16,2006,Calgary,AB,Canada
baumk001,Ken,Baumgartner,Kenneth,James,Baumgartner,,The Bomber,,L,6,1,205,L,3,11,1966,Flin Flon,MB,Canada,,,,,,
baumm001,Mike,Baumgartner,Michael,Edward,Baumgartner,,,,D,6,2,195,L,1,30,1949,Roseau,MN,USA,,,,,,
baumn001,Nolan,Baumgartner,Nolan,,Baumgartner,,,,D,6,2,205,R,3,23,1976,Calgary,AB,Canada,,,,,,
baunb001,Bob,Baun,Robert,Neil,Baun,,Boomer,,D,5,9,175,R,9,9,1936,Lanigan,SK,Canada,,,,,,
bauts001,Sergei,Bautin,Sergei,V.,Bautin,,Bam Bam,,D,6,3,200,L,3,11,1967,Rogachev,,Belarus,,,,,,
bawar001,Robin,Bawa,Robin,N.,Bawa,,,,R,6,2,214,R,3,26,1966,Duncan,BC,Canada,,,,,,
baxtp001,Paul,Baxter,Paul,Gordon,Baxter,,,,D,5,11,200,R,10,28,1955,Winnipeg,MB,Canada,,,,,,
baydr001,Ryan,Bayda,,,,,,,L,5,11,185,L,12,9,1980,Saskatoon,SK,Canada,,,,,,
beads001,Sandy,Beadle,Sandy,James,Beadle,,,,L,6,2,185,L,7,12,1960,Regina,SK,Canada,,,,,,
beagj001,Jay,Beagle,,,,,,,C,6,3,208,R,10,16,1985,Calgary,AB,Canada,,,,,,
beatf001,Frank,Beaton,Alexander,Francis,Beaton,,Seldom,,L,5,10,200,L,4,28,1953,Antigonish,NS,Canada,,,,,,
beatr001,Red,Beattie,John,,Beattie,,,,L,5,9,170,L,10,2,1907,Ibstock,,England,12,26,1990,,,
beauf001,Francois,Beauchemin,,,,,,,D,6,0,210,L,6,4,1980,Sorel,QC,Canada,,,,,,
beaue001,Eric,Beaudoin,,,,,,,L,6,5,210,L,5,3,1980,Ottawa,ON,Canada,,,,,,
beaun001,Norm,Beaudin,Norman,Joseph Andrew,Beaudin,,,,R,5,9,170,R,11,28,1941,Montmartre,SK,Canada,,,,,,
beaus001,Serge,Beaudoin,Serge,,Beaudoin,,,,D,6,2,215,L,11,30,1952,Montreal,QC,Canada,,,,,,
beauy001,Yves,Beaudoin,Yves,,Beaudoin,,,,D,5,11,180,R,1,7,1965,Pointe-aux-Trembles,QC,Canada,,,,,,
beaum001,Mark,Beaufait,Mark,David,Beaufait,,,,C,5,9,170,R,5,13,1970,Royal Oak,MI,USA,,,,,,
beaua001,Alain,Beaule,Alain,Pierre,Beaule,,,,D,6,0,200,L,4,7,1946,St. Romain,QC,Canada,,,,,,
beaud001,Don,Beaupre,Donald,William,Beaupre,,Bobo,,G,5,10,172,L,9,19,1961,Kitchener,ON,Canada,,,,,,
beaus002,Stephane,Beauregard,Stephane,,Beauregard,,Wolf,,G,5,11,190,R,1,10,1968,Cowansville,QC,Canada,,,,,,
beckb001,Barry,Beck,Barry,David,Beck,,Bubba,,D,6,3,216,L,6,3,1957,Vancouver,BC,Canada,,,,,,
beckb002,Bob,Beckett,Robert,Owen,Beckett,,,,C,6,0,185,L,4,8,1936,Unionville,ON,Canada,,,,,,
beckc001,Chris,Beckford-Tseu,,,,,,,G,6,2,201,L,6,22,1984,Toronto,ON,Canada,,,,,,
bedaj001,James,Bedard,James,Leo,Bedard,,,,D,6,0,180,L,11,19,1927,Admiral,SK,Canada,,,,,,
bedaj002,Jim,Bedard,James,Arthur,Bedard,,,,G,5,10,181,L,11,14,1956,Niagara Falls,ON,Canada,,,,,,
beddc001,Clayton,Beddoes,Clayton,,Beddoes,,,,C,5,11,190,L,11,10,1970,Bentley,AB,Canada,,,,,,
bednj001,Jaroslav,Bednar,,,,,,,R,6,0,198,R,11,8,1976,Prague,,Czech Republic,,,,,,
bednj002,John,Bednarski,John,Severn,Bednarski,,,,D,5,10,195,L,7,4,1952,Thunder Bay,ON,Canada,,,,,,
beeck001,Kris,Beech,,,,,,,C,6,3,211,L,2,5,1981,Salmon Arm,BC,Canada,,,,,,
beerb001,Bob,Beers,Robert,Charles,Beers,,,,D,6,2,200,R,5,20,1967,Pittsburgh,PA,USA,,,,,,
beere001,Eddy,Beers,Edward,Joseph,Beers,,,,L,6,2,195,L,10,12,1959,Merritt,BC,Canada,,,,,,
begis001,Steve,Begin,Steve,,Begin,,,,C,6,0,193,L,6,14,1978,Trois-Rivieres,QC,Canada,,,,,,
behld001,Dick,Behling,Clarence,Richard,Behling,,,,D,6,1,195,R,3,16,1915,Kitchener,ON,Canada,7,24,1994,Kitchener,ON,Canada
behrm001,Marc,Behrend,Marc,,Behrend,,,,G,6,1,180,L,1,11,1961,Madison,WI,USA,,,,,,
beisf001,Frank,Beisler,Frank,,Beisler,,,,D,6,2,190,L,10,18,1913,New Haven,CT,USA,9,8,1973,,,
bekad001,Derek,Bekar,Derek,,Bekar,,,,L,6,3,197,L,9,15,1975,Burnaby,BC,Canada,,,,,,
belaw001,Wade,Belak,Wade,,Belak,,,,D,6,5,221,R,7,3,1976,Saskatoon,SK,Canada,8,31,2011,Toronto,ON,Canada
belaa001,Alain,Belanger,Alain,,Belanger,,Bam Bam,,R,6,1,190,R,1,18,1956,St. Janvier,QC,Canada,,,,,,
belae001,Eric,Belanger,,,,,,,C,6,0,188,L,12,16,1977,Sherbrooke,QC,Canada,,,,,,
belaf001,Francis,Belanger,,,,,,,L,6,3,228,L,1,15,1978,Bellefeuille,QC,Canada,,,,,,
belaj001,Jesse,Belanger,Jesse,,Belanger,,,,C,6,1,190,R,6,15,1969,St. Georges Beauce,QC,Canada,,,,,,
belak001,Ken,Belanger,Kenneth,,Belanger,,The Beast/Dizzy,,L,6,4,225,L,5,14,1974,Sault Ste. Marie,ON,Canada,,,,,,
belar001,Roger,Belanger,Roger,,Belanger,,,,R,6,0,190,R,12,1,1965,St. Catharines,ON,Canada,,,,,,
belay001,Yves,Belanger,Yves,,Belanger,,Toots,,G,5,11,170,L,9,30,1952,Baie Comeau,QC,Canada,,,,,,
belem001,Matt,Beleskey,,,,,,,L,6,0,206,L,6,7,1988,Windsor,ON,Canada,,,,,,
belfe001,Ed,Belfour,Edward,John,Belfour,,The Eagle,,G,5,11,202,L,4,21,1965,Carman,MB,Canada,,,,,,
belhm001,Michel,Belhumeur,Michel,,Belhumeur,,,,G,5,10,160,L,9,2,1949,Sorel,QC,Canada,,,,,,
belid001,Danny,Belisle,Daniel,George,Belisle,,,,R,5,10,164,R,5,9,1937,South Porcupine,ON,Canada,,,,,,
belij001,Jean,Beliveau,Jean,Arthur,Beliveau,,Le Gros Bill,,C,6,3,205,L,8,31,1931,Three Rivers,QC,Canada,,,,,,
belln001,Neil,Belland,Neil,G.,Belland,,,,D,5,11,180,L,4,3,1961,Parry Sound,ON,Canada,,,,,,
bellb001,Billy,Bell,William,Edward,Bell,,,,C,5,10,180,R,6,10,1891,Lachine,QC,Canada,6,3,1952,Lachine,QC,Canada
bellb002,Bruce,Bell,Bruce,W.,Bell,,,,D,6,1,190,L,2,15,1965,Toronto,ON,Canada,,,,,,
bellb003,Brendan,Bell,,,,,,,D,6,1,205,L,3,31,1983,Ottawa,ON,Canada,,,,,,
bella001,Andy,Bellemer,Andrew,Edward,Bellemer,,,also known as Bellehumeur,D,5,11,185,L,7,3,1903,Penetanguishene,ON,Canada,4,12,1960,,,
bellb004,Blake,Bellefeuille,,,,,,,C,5,10,208,R,12,27,1977,Framingham,MA,USA,,,,,,
bellp001,Pete,Bellefeuille,Pierre,,Bellefeuille,,The Fleeting Frenchman,,R,5,10,180,R,10,19,1901,Trois-Rivieres,QC,Canada,,,Deceased,,,
bells001,Shawn,Belle,,,,,,,D,6,1,232,L,1,3,1985,Edmonton,AB,Canada,,,,,,
bellg001,Gordie,Bell,Gordon,John Edward,Bell,,,,G,5,10,164,L,3,13,1925,Portage la Prairie,MB,Canada,11,3,1980,Belleville,ON,Canada
bellh001,Harry,Bell,Harold,H.,Bell,,,,D,5,9,176,R,10,31,1925,Regina,SK,Canada,,,,,,
bellj001,Joe,Bell,Joseph,Alexander,Bell,,,,L,5,9,165,L,11,27,1923,Portage la Prairie,MB,Canada,,,,,,
bellm001,Mark,Bell,,,,,,,L,6,4,220,L,8,5,1980,St. Paul's,ON,Canada,,,,,,
bellb005,Brian,Bellows,Brian,,Bellows,,,,L,5,11,210,R,9,1,1964,St. Catharines,ON,Canada,,,,,,
bendj001,Jan,Benda,Jan,,Benda,,,,C,6,3,215,R,3,28,1972,Reef,,Belgium,,,,,,
bendl001,Lin,Bend,John,Linthwaite,Bend,,,,C,5,10,165,L,12,20,1922,Poplar Pt.,MB,Canada,4,6,1978,Winnipeg,MB,Canada
benec001,Clint,Benedict,Clinton,Stephen,Benedict,,Praying Bennie,,G,6,0,165,L,9,26,1892,Ottawa,ON,Canada,11,12,1976,Ottawa,ON,Canada
benna001,Adam,Bennett,Adam,,Bennett,,,,D,6,4,206,R,3,30,1971,Georgetown,ON,Canada,,,,,,
bennb001,Bill,Bennett,William,,Bennett,,,,L,6,5,235,L,5,31,1953,Warwick,RI,USA,,,,,,
bennc001,Curt,Bennett,Curtis,Alexander,Bennett,,The Professor,,L,6,3,195,L,3,27,1948,Regina,SK,Canada,,,,,,
bennf001,Frank,Bennett,Franklin,,Bennett,,,,L,5,11,182,R,3,4,1922,Toronto,ON,Canada,,,,,,
bennh001,Harvey,Bennett,Harvey,A.,Bennett,Sr.,,,G,6,0,175,L,7,23,1925,Edington,SK,Canada,11,21,2004,,,
bennh002,Harvey,Bennett,Harvey,A.,Bennett,Jr.,,,C,6,4,215,L,8,9,1952,Cranston,RI,USA,,,,,,
bennj001,John,Bennett,John,,Bennett,,,,L,6,1,175,R,1,19,1950,Cranston,RI,USA,,,,,,
bennm001,Max,Bennett,Maxwell,,Bennett,,Maxie,,R,5,6,157,R,11,4,1912,Cobalt,ON,Canada,1,5,1972,,,
bennr001,Rick,Bennett,Eric,John,Bennett,,,,L,6,4,215,L,7,24,1967,Springfield,MA,USA,,,,,,
bennw001,Wendell,Bennett,Wendell,James,Bennett,,,,D,6,2,180,R,3,24,1950,Loon Lake,SK,Canada,,,,,,
bennb002,Brian,Benning,Brian,Anthony,Benning,,,,D,6,0,195,L,6,10,1966,Edmonton,AB,Canada,,,,,,
bennj002,Jim,Benning,James,Elmer,Benning,,Benji,,D,6,0,180,L,4,29,1963,Edmonton,AB,Canada,,,,,,
bennj003,Jamie,Benn,,,,,,,L,6,2,185,L,7,18,1989,Victoria,BC,Canada,,,,,,
bennj004,Jordie,Benn,,,,,,,D,6,1,200,,7,26,1987,Victoria,BC,Canada,,,,,,
benoa001,Andre,Benoit,,,,,,,D,5,11,185,,6,6,1984,St. Albert,ON,Canada,,,,,,
benoj001,Joe,Benoit,Joseph,,Benoit,,,,R,5,10,160,R,2,27,1916,St. Albert,AB,Canada,10,19,1981,,,
bensb001,Bill,Benson,William,Lloyd,Benson,,,,C,5,11,165,L,7,29,1920,Winnipeg,MB,Canada,,,,,,
bensb002,Bobby,Benson,Robert,John,Benson,,,,D,5,6,135,L,5,18,1894,Winnipeg,MB,Canada,9,7,1965,,,
bents001,Sean,Bentivoglio,,,,,,,L,5,10,190,L,10,16,1985,Thorold,ON,Canada,,,,,,
bentd001,Doug,Bentley,Douglas,Wagner,Bentley,,,,L,5,8,145,L,9,3,1916,Delisle,SK,Canada,11,24,1972,Saskatoon,SK,Canada
bentm001,Max,Bentley,Maxwell,Herbert Lloyd,Bentley,,Dipsy Doodle Dandy,,C,5,10,155,L,3,1,1920,Delisle,SK,Canada,1,19,1984,,,
bentr001,Reg,Bentley,Reginald,,Bentley,,Scoop,,L,5,8,155,L,5,3,1914,Delisle,SK,Canada,,,Deceased,,,
benyl001,Ladislav,Benysek,Ladislav,,Benysek,,,,D,6,2,190,L,3,25,1975,Olomouc,,Czech Republic,,,,,,
benzj001,Jim,Benzelock,James,John,Benzelock,,,,R,5,10,185,R,6,21,1947,Winnipeg,MB,Canada,,,,,,
berap001,Paul,Beraldo,Paul,,Beraldo,,,,C,5,11,175,R,10,5,1967,Stoney Creek,AB,Canada,,,,,,
beraj001,Josef,Beranek,Josef,,Beranek,,,,L,6,2,195,L,10,25,1969,Litvinov,,Czech Republic,,,,,,
berab001,Bryan,Berard,Bryan,Wallace,Berard,,B.B.,,D,6,2,220,L,3,5,1977,Woonsocket,RI,USA,,,,,,
bered001,Drake,Berehowsky,Drake,,Berehowsky,,The Bear,,D,6,2,225,R,1,3,1972,Toronto,ON,Canada,,,,,,
bereb001,Bubba,Berenzweig,Andrew,,Berenzweig,,,,D,6,1,217,L,8,8,1977,Arlington Heights,IL,USA,,,,,,
berer001,Red,Berenson,Gordon,Arthur,Berenson,,The Red Baron,,C,6,0,185,L,12,8,1939,Regina,SK,Canada,,,,,,
berep001,Perry,Berezan,Perry,Edmund,Berezan,,,,C,6,2,190,R,12,5,1964,Edmonton,AB,Canada,,,,,,
beres001,Sergei,Berezin,Sergei,,Berezin,,,,L,5,10,200,R,11,5,1971,Voskresensk,,Russia,,,,,,
berga001,Aki,Berg,Aki-Petteri,,Berg,,,,D,6,3,213,L,7,28,1977,Turku,,Finland,,,,,,
bergb001,Bill,Berg,William,Daniel,Berg,,,,L,6,1,205,L,10,21,1967,St. Catharines,ON,Canada,,,,,,
bergf001,Fred,Bergdinon,Frederick,George,Bergdinon,,,also listed as Bourdginon,R,6,1,170,L,6,22,1906,Parry Sound,ON,Canada,3,18,1995,Leamington,ON,Canada
bergj001,Jean-Claude,Bergeron,Jean,Claude,Bergeron,,Big Mac,,G,6,2,192,L,10,14,1968,Hauterive,QC,Canada,,,,,,
bergm001,Marc,Bergevin,Marc,Corey,Bergevin,,,,D,6,1,209,R,8,11,1965,Montreal,QC,Canada,,,,,,
bergm002,Marc-Andre,Bergeron,,,,,,,D,5,10,197,L,10,13,1980,St. Louis de France,QC,Canada,,,,,,
