code,use,last,first,middle(s),last,suffix,nick,note,pos,hf,hi,wt,s/c,bm,bd,by,tob,sob,cob,dm,dd,dy,tod,sod,cod
rioug001,Gerry,Rioux,Gerard,,Rioux,,,,R,5,11,195,R,2,17,1959,Iroquois Falls,ON,Canada,,,,,,
rioup001,Pierre,Rioux,Pierre,,Rioux,,,,R,5,9,165,R,2,1,1962,Quebec City,QC,Canada,,,,,,
riplv001,Vic,Ripley,Victor,Merrick,Ripley,,Rip,,C,5,8,170,L,5,30,1906,Elgin,ON,Canada,,,Deceased,,,
rised001,Doug,Risebrough,Douglas,John,Risebrough,,,,C,5,11,180,L,1,29,1954,Guelph,ON,Canada,,,,,,
rissg001,Gary,Rissling,Gary,Daniel,Rissling,,,,L,5,9,175,L,8,8,1956,Saskatoon,SK,Canada,,,,,,
rissp001,Pat,Rissmiller,Patrick,,Rissmiller,,,,C,6,4,225,L,10,26,1978,Belmont,MA,USA,,,,,,
ritaj001,Jani,Rita,,,,,,,L,6,1,206,L,7,25,1981,Helsinki,,Finland,,,,,,
ritcb001,Bob,Ritchie,Robert,,Ritchie,,,,L,5,10,170,L,2,20,1955,Laverlochere,QC,Canada,,,,,,
ritcb002,Byron,Ritchie,Byron,,Ritchie,,,,C,5,10,190,L,4,24,1977,Burnaby,BC,Canada,,,,,,
ritcd001,Dave,Ritchie,David,,Ritchie,,,,D,5,7,180,R,1,12,1892,Montreal,QC,Canada,,,Deceased,,,
ritom001,Mattias,Ritola,,,,,,,C,6,0,192,L,3,14,1987,Borlange,,Sweden,,,,,,
ritsa001,Alex,Ritson,Alexander,Clive,Ritson,,,,C,5,11,172,L,3,7,1922,Peace River,AB,Canada,,,,,,
ritta001,Alan,Rittinger,Alan,Wilbur,Rittinger,,,,R,5,9,155,R,1,28,1925,Regina,SK,Canada,,,,,,
rivab001,Bob,Rivard,Robert,Joseph Hervey,Rivard,,,,C,5,8,155,L,8,1,1939,Sherbrooke,QC,Canada,,,,,,
rivaf001,Fern,Rivard,Fernand,Joseph,Rivard,,,,G,5,9,160,L,1,18,1946,Grand'Mere,QC,Canada,,,,,,
riveg001,Gus,Rivers,Augustus,George,Rivers,,,also known as Desrivieres,R,5,11,180,R,11,19,1909,Winnipeg,MB,Canada,10,15,1985,,,
rivej001,Jamie,Rivers,Jamie,,Rivers,,,,D,6,1,206,L,3,16,1975,Ottawa,ON,Canada,,,,,,
rives001,Shawn,Rivers,Shawn,Hamilton,Rivers,,,,D,5,10,185,L,1,30,1971,Ottawa,ON,Canada,,,,,,
rivew001,Wayne,Rivers,Wayne,John,Rivers,,Mooner,,R,5,9,177,R,2,1,1942,Hamilton,ON,Canada,,,,,,
rivec001,Craig,Rivet,Craig,A.,Rivet,,,,D,6,2,210,R,9,13,1974,North Bay,ON,Canada,,,,,,
rizzg001,Garth,Rizzuto,Garth,Alexander,Rizzuto,,,,C,5,10,175,L,9,11,1947,Trail,BC,Canada,,,,,,
roaca001,Andy,Roach,,,,,,,D,5,11,181,R,8,22,1973,Mattawan,MI,USA,,,,,,
roacj001,John Ross,Roach,John,Ross,Roach,,Little Napoleon,,G,5,5,130,L,6,23,1900,Port Perry,ON,Canada,7,9,1973,,,
roacm001,Mickey,Roach,Michael,Richard,Roach,,,,C,5,6,158,L,5,1,1895,Boston,MA,USA,4,1,1977,Whitby,ON,Canada
robac001,Colby,Robak,,,,,,,D,6,3,194,,4,24,1990,Dauphin,MB,Canada,,,,,,
robeb001,Bert,Robertsson,Bert,Erik Johan,Robertsson,,,,D,6,3,205,L,6,30,1974,Sodertalje,,Sweden,,,,,,
robec001,Claude,Robert,Claude,,Robert,,,,L,5,11,175,L,8,10,1928,Montreal,QC,Canada,1,6,2007,Montreal,QC,Canada
robed001,David,Roberts,David,Lance,Roberts,,,,L,6,0,185,L,5,28,1970,Alameda,CA,USA,,,,,,
robed002,Doug,Roberts,Douglas,William,Roberts,,,,R,6,2,212,R,10,28,1942,Detroit,MI,USA,,,,,,
robee001,Earl,Robertson,Earl,Cooper,Robertson,,,,G,5,10,165,L,11,24,1910,Bengough,SK,Canada,1,19,1979,,,
robef001,Fred,Robertson,Frederick,,Robertson,,,,D,5,10,198,L,10,22,1911,Carlisle,,England,9,20,1997,Barrie,ON,Canada
robeg001,Gary,Roberts,Gary,R.,Roberts,,,,L,6,2,215,L,5,23,1966,North York,ON,Canada,,,,,,
robeg002,George,Robertson,George,Thomas,Robertson,,Robbie,,C,6,1,172,L,5,11,1928,Winnipeg,MB,Canada,,,Deceased,,,
robeg003,Geordie,Robertson,Geordie,Jay,Robertson,,,,C,6,0,165,R,8,1,1959,Victoria,BC,Canada,,,,,,
robeg004,Gordie,Roberts,Gordon,Douglas,Roberts,,,,D,6,1,195,L,10,2,1957,Detroit,MI,USA,,,,,,
robej001,Jimmy,Roberts,James,Wilfred,Roberts,,,,D,5,10,185,R,4,9,1940,Toronto,ON,Canada,,,,,,
robej002,Jim,Roberts,James,Drew,Roberts,,,,L,6,1,198,L,6,8,1956,Toronto,ON,Canada,,,,,,
robej003,Joe,Robertson,Joseph,Dunbar,Robertson,,,,C,5,11,190,L,3,10,1948,Windsor,NS,Canada,,,,,,
robem001,Mario,Roberge,Mario,,Roberge,,,,L,5,11,193,L,1,25,1964,Quebec City,QC,Canada,,,,,,
robem002,Moe,Roberts,Maurice,,Roberts,,,,G,5,9,165,R,12,13,1905,Waterbury,CT,USA,2,5,1975,,,
robep001,Phil,Roberto,Phillip,Joseph,Roberto,,,,R,6,1,190,R,1,1,1949,Niagara Falls,ON,Canada,,,,,,
rober001,Rene,Robert,Rene,Paul,Robert,,,,R,5,10,184,R,12,31,1948,Trois Rivieres,QC,Canada,,,,,,
robes001,Serge,Roberge,Serge,,Roberge,,,,R,6,1,195,R,3,31,1965,Quebec City,QC,Canada,,,,,,
robet001,Torrie,Robertson,Torrie,Andrew,Robertson,,,,L,5,11,200,L,8,2,1961,Victoria,BC,Canada,,,,,,
robif001,Florent,Robidoux,Florent,,Robidoux,,Flo,,L,6,2,190,L,5,5,1960,Cypress River,MB,Canada,,,,,,
robis001,Stephane,Robidas,Stephane,,Robidas,,,,D,5,11,190,R,3,3,1977,Sherbrooke,QC,Canada,,,,,,
robid001,Doug,Robinson,Douglas,Garnet,Robinson,,,,L,6,2,197,L,8,27,1940,St. Catharines,ON,Canada,,,,,,
robie001,Earl,Robinson,Henry,Earle,Robinson,,,,R,5,10,160,R,3,11,1907,Montreal,QC,Canada,9,8,1986,Toronto,ON,Canada
robil001,Larry,Robinson,Larry,Clark,Robinson,,Big Bird,,D,6,4,225,L,6,2,1951,Winchester,ON,Canada,,,,,,
robim001,Moe,Robinson,Morris,,Robinson,,,,D,6,4,175,L,5,29,1957,Winchester,ON,Canada,,,,,,
robin001,Nathan,Robinson,,,,,,,C,5,9,181,L,12,31,1981,Scarborough,ON,Canada,,,,,,
robir001,Rob,Robinson,Robert,Douglas,Robinson,,,,D,6,1,214,L,4,19,1967,St. Catharines,ON,Canada,,,,,,
robis002,Scott,Robinson,Scott,Douglas,Robinson,,,,R,6,2,180,L,3,29,1964,100 Mile House,BC,Canada,,,,,,
robil002,Louis,Robitaille,,,,,,,D,6,1,192,L,3,16,1982,Montreal,QC,Canada,,,,,,
robil003,Luc,Robitaille,Luc,,Robitaille,,Cool Hand Luc,,L,6,1,215,L,2,17,1966,Montreal,QC,Canada,,,,,,
robim002,Mike,Robitaille,Michael,James David,Robitaille,,,,D,5,11,195,R,2,12,1948,Midland,ON,Canada,,,,,,
robir002,Randy,Robitaille,Randy,,Robitaille,,,,C,5,11,200,L,10,12,1975,Ottawa,ON,Canada,,,,,,
rochd001,Dave,Rochefort,David,Joseph,Rochefort,,,,C,6,0,180,L,7,22,1946,Red Deer,AB,Canada,,,,,,
rochd002,Dave,Roche,Dave,,Roche,,,,L,6,4,230,L,6,13,1975,Lindsay,ON,Canada,,,,,,
rochd003,Des,Roche,Michael,Patrick Desmond,Roche,,Deese,,R,5,7,165,R,2,1,1909,Kemptville,ON,Canada,1,18,1971,Royal Oak,MI,USA
roche001,Earl,Roche,Earl,Joseph,Roche,,,,L,5,11,175,L,2,22,1910,Prescott,ON,Canada,8,15,1965,,,
roche002,Ernie,Roche,Ernest,Charles,Roche,,,,D,6,1,170,L,2,4,1930,Montreal,QC,Canada,,,,,,
rochl001,Leon,Rochefort,Leon,Joseph Fernand,Rochefort,,,,R,6,0,185,R,5,4,1939,Cap-de-la-Madeleine,QC,Canada,,,,,,
rochn001,Normand,Rochefort,Normand,,Rochefort,,Rock,,D,6,1,214,L,1,28,1961,Quebec City,QC,Canada,,,,,,
rocht001,Travis,Roche,,,,,,,D,6,1,200,R,6,17,1978,Grand Cache,AB,Canada,,,,,,
rochf001,Frank,Rochon,Francois,Jean,Rochon,,,,L,5,11,181,L,4,18,1953,Montreal,QC,Canada,,,,,,
rockh001,Harvey,Rockburn,Harvey,,Rockburn,,Hard Rock,,D,5,10,180,L,8,20,1908,Ottawa,ON,Canada,6,9,1977,,,
rodde001,Eddie,Rodden,Edward,Anthony,Rodden,,,,R,5,7,150,R,3,22,1901,Mattawa,ON,Canada,10,9,1986,,,
rodgm001,Marc,Rodgers,Marc,,Rodgers,,,,R,5,9,185,R,3,16,1972,Shawville,QC,Canada,,,,,,
rodnb001,Bryan,Rodney,,,,,,,D,6,0,200,R,4,22,1984,London,ON,Canada,,,,,,
roenj001,Jeremy,Roenick,Jeremy,Shaffer,Roenick,,J.R.,,C,6,1,196,R,1,17,1970,Boston,MA,USA,,,,,,
roess001,Stacy,Roest,Stacy,,Roest,,,,C,5,9,185,R,3,15,1974,Lethbridge,AB,Canada,,,,,,
rogej001,John,Rogers,John,Alfred,Rogers,,,,R,5,11,175,R,4,10,1953,Paradise Hill,AB,Canada,,,,,,
rogem001,Mike,Rogers,Michael,R.,Rogers,,Bucky/Dash,,C,5,9,170,L,10,24,1954,Calgary,AB,Canada,,,,,,
rohal001,Lubomir,Rohacik,,,,,,,,,,,,,,,,,,,,,,,
rohlj001,Jeff,Rohlicek,Jeffrey,,Rohlicek,,,,C,6,0,180,L,1,27,1966,Park Ridge,IL,USA,,,,,,
rohll001,Leif,Rohlin,Leif,J.,Rohlin,,,,D,6,1,198,L,2,26,1968,Vasteras,,Sweden,,,,,,
rohlj002,Jon,Rohloff,Jonathan,Richard,Rohloff,,,,D,5,11,220,R,10,3,1969,Mankato,MN,USA,,,,,,
rohlt001,Todd,Rohloff,,,,,,,D,6,3,213,L,1,16,1974,Grand Rapids,MN,USA,,,,,,
rolfd001,Dale,Rolfe,Dale,Roland Carl,Rolfe,,Dusty,,D,6,4,210,L,4,30,1940,Timmins,ON,Canada,,,,,,
rolla001,Al,Rollins,Elwin,Ira,Rollins,,Ally,,G,6,2,175,L,10,9,1926,Vanguard,SK,Canada,7,27,1996,,,
rollj001,Jerry,Rollins,Jerry,Allan,Rollins,,,,D,6,2,195,R,3,22,1955,New Westminster,BC,Canada,,,,,,
rolod001,Dwayne,Roloson,Albert,Dwayne,Roloson,,,,G,6,1,178,L,10,12,1969,Simcoe,ON,Canada,,,,,,
rolsb001,Brian,Rolston,Brian,Lee,Rolston,,Rolly,,C,6,2,211,L,2,21,1973,Flint,MI,USA,,,,,,
romal001,Larry,Romanchych,Lawrence,Brian,Romanchych,,Swoop,,R,6,1,180,R,9,7,1949,Vancouver,BC,Canada,,,,,,
romar001,Roberto,Romano,Roberto,,Romano,,,,G,5,6,170,L,10,10,1962,Montreal,QC,Canada,,,,,,
romar002,Russell,Romaniuk,Russell,James,Romaniuk,,,,L,6,0,195,L,6,9,1970,Winnipeg,MB,Canada,,,,,,
romai001,Igor,Romashin,,,,,,,C,,,,,,,,,,,,,,,,
rombd001,Doug,Rombough,Douglas,George,Rombough,,,,C,6,3,215,L,7,8,1950,Fergus,ON,Canada,,,,,,
rombl001,Lorne,Rombough,Lorne,David,Rombough,,,,L,5,11,190,L,8,2,1948,Fergus,ON,Canada,,,,,,
romea001,Aaron,Rome,,,,,,,D,6,1,230,L,9,27,1983,Nesbitt,MB,Canada,,,,,,
romid001,Dale,Rominski,Dale,,Rominski,,,,R,6,2,200,R,10,1,1975,Farmington Hills,MI,USA,,,,,,
romnd001,Doc,Romnes,Elwyn,Nelson,Romnes,,,,C,5,11,156,L,1,1,1909,White Bear,MN,USA,7,21,1984,,,
ronae001,Ed,Ronan,Edward,,Ronan,,,,R,6,0,197,R,3,21,1968,Quincy,MA,USA,,,,,,
ronas001,Skene,Ronan,Erskine,Rockcliffe,Ronan,,,,C,5,6,150,R,2,9,1889,Ottawa,ON,Canada,6,25,1937,Ottawa,ON,Canada
ronnc001,Cliff,Ronning,Clifford,John,Ronning,,,,C,5,8,165,L,10,1,1965,Burnaby,BC,Canada,,,,,,
ronnj001,Jonas,Ronnqvist,,,,,,,R,6,2,200,R,8,22,1973,Kalix,,Sweden,,,,,,
ronsl001,Len,Ronson,Leonard,Keith,Ronson,,,,L,5,9,175,L,7,8,1936,Brantford,ON,Canada,,,,,,
rontp001,Paul,Ronty,Paul,,Ronty,,Chew,,C,6,0,160,L,6,12,1928,Toronto,ON,Canada,,,,,,
roons001,Steve,Rooney,Steven,Paul,Rooney,,,,L,6,2,205,L,6,28,1962,Canton,MA,USA,,,,,,
rootb001,Bill,Root,William,John,Root,,,,D,6,0,210,R,9,6,1959,Toronto,ON,Canada,,,,,,
rosap001,Pavel,Rosa,Pavel,,Rosa,,,,R,5,11,188,R,6,7,1977,Most,,Czech Republic,,,,,,
rosam001,Mike,Rosati,Michael,,Rosati,,,,G,5,10,170,L,1,7,1968,Toronto,ON,Canada,,,,,,
rosej001,Jay,Rosehill,,,,,,,D,6,3,215,L,7,16,1985,Olds,AB,Canada,,,,,,
roseb001,Bob,Roselle,Robert,W.,Roselle,,,,L,6,2,185,L,10,17,1950,Montreal,QC,Canada,,,,,,
rossa001,Art,Ross,Arthur,Howie,Ross,,,,D,5,11,190,L,1,13,1886,Naughton,ON,Canada,8,5,1964,,,
rossk001,Kyle,Rossiter,,,,,,,D,6,3,220,L,6,9,1980,Edmonton,AB,Canada,,,,,,
rossr001,Roly,Rossignol,Roland,,Rossignol,,,,R,5,9,168,R,10,18,1921,Edmundston,NB,Canada,,,,,,
rossj001,Jared,Ross,,,,,,,C,6,0,185,L,9,18,1982,Huntsville,AL,USA,,,,,,
rossj002,Jim,Ross,James,,Ross,,,,D,6,3,185,R,5,20,1926,Edinburgh,,Scotland,,,,,,
rotad001,Darcy,Rota,Darcy,Irwin,Rota,,,,L,5,11,180,L,2,16,1953,Vancouver,BC,Canada,,,,,,
rotar001,Randy,Rota,Randolph,Frank,Rota,,,,L,5,8,170,L,8,16,1950,Creston,BC,Canada,,,,,,
roths001,Sam,Rothschild,Samuel,,Rothschild,,,,L,5,6,145,L,10,16,1899,Sudbury,ON,Canada,4,15,1987,Sudbury,ON,Canada
roulm001,Michel,Rouleau,Michel,,Rouleau,,,,C,5,10,175,L,9,28,1944,Hull,QC,Canada,,,,,,
roulr001,Rolly,Roulston,William,Orville,Roulston,,,,D,6,1,195,L,4,12,1911,Toronto,ON,Canada,4,24,1983,,,
roult001,Tom,Roulston,Thomas,Irwin,Roulston,,,,R,6,1,184,R,11,20,1957,Winnipeg,MB,Canada,,,,,,
roupm001,Magnus,Roupe,Magnus,,Roupe,,,,L,6,0,189,L,3,23,1963,Stockholm,,Sweden,,,,,,
roura001,Allan,Rourke,,,,,,,D,6,2,215,L,3,6,1980,Mississauga,ON,Canada,,,,,,
rousb001,Bob,Rouse,Robert,J.,Rouse,,,,D,6,2,215,R,6,18,1964,Surrey,BC,Canada,,,,,,
rousb002,Bobby,Rousseau,Robert,Joseph Jean Paul,Rousseau,,,,R,5,10,178,R,7,26,1940,Montreal,QC,Canada,,,,,,
rousd001,Dominic,Roussel,Dominic,,Roussel,,,,G,6,1,200,L,2,22,1970,Hull,QC,Canada,,,,,,
rousd002,Dunc,Rousseau,Duncan,Franklin,Rousseau,,,,L,6,0,195,L,2,10,1945,Bissett,MB,Canada,,,,,,
rousg001,Guy,Rousseau,Guy,Lucien,Rousseau,,,,L,5,6,140,L,12,21,1934,Montreal,QC,Canada,,,,,,
rousr001,Roland,Rousseau,Roland,,Rousseau,,,,D,5,8,160,L,12,1,1929,Montreal,QC,Canada,10,13,2010,,,
routj001,Jean-Marc,Routhier,Jean,Marc,Routhier,,,,R,6,2,190,R,2,2,1968,Quebec City,QC,Canada,,,,,,
roweb001,Bobby,Rowe,Robert,Price,Rowe,,Stubby,,D,5,6,160,L,8,19,1885,Heathcote,ON,Canada,,,1948,Portland,OR,USA
rowem001,Mike,Rowe,Michael,A.,Rowe,,,,D,6,1,208,L,3,8,1965,Kingston,ON,Canada,,,,,,
rower001,Ron,Rowe,Ronald,Nickolas,Rowe,,,,L,5,8,170,L,11,30,1923,Toronto,ON,Canada,7,28,2005,,,
rowet001,Tom,Rowe,Thomas,John,Rowe,,,,R,6,0,190,R,5,23,1956,Lynn,MA,USA,,,,,,
roy-a001,Andre,Roy,Andre,C.,Roy,,,,L,6,4,225,L,2,8,1975,Port Chester,NY,USA,,,,,,
roy-d001,Derek,Roy,,,,,,,C,5,9,188,L,5,4,1983,Ottawa,ON,Canada,,,,,,
royeg001,Gaetan,Royer,,,,,,,R,6,3,210,R,3,13,1976,Donnacona,QC,Canada,,,,,,
royer001,Remi,Royer,Remi,,Royer,,,,D,6,2,200,R,2,12,1978,Donnacona,QC,Canada,,,,,,
roy-j001,Jean-Yves,Roy,Jean,Yves,Roy,,,,R,5,10,180,L,2,17,1969,Rosemere,QC,Canada,,,,,,
roy-m001,Mathieu,Roy,,,,,,,D,6,2,214,R,8,10,1983,St. Georges,QC,Canada,,,,,,
roy-p001,Patrick,Roy,Patrick,,Roy,,,,G,6,2,185,L,10,5,1965,Quebec City,QC,Canada,,,,,,
roy-p002,Pierre,Roy,Pierre,,Roy,,,,D,6,0,175,L,3,12,1952,Amos,QC,Canada,,,,,,
roy-s001,Stephane,Roy,Stephane,,Roy,,,,C,6,0,190,L,6,29,1967,Quebec City,QC,Canada,,,,,,
rozsm001,Michal,Rozsival,Michal,,Rozsival,,,,D,6,2,210,R,9,3,1978,Vlasim,,Czech Republic,,,,,,
rozzg001,Gino,Rozzini,Gino,William,Rozzini,,Rosy,,C,5,8,150,L,10,24,1918,Shawinigan Falls,QC,Canada,4,18,1996,,,
ruccs001,Steve,Rucchin,Steven,Andrew,Rucchin,,,,C,6,2,210,L,7,4,1971,Thunder Bay,ON,Canada,,,,,,
rucim001,Martin,Rucinsky,Martin,,Rucinsky,,,,L,6,1,207,L,3,11,1971,Most,,Czech Republic,,,,,,
rucim002,Mike,Rucinski,Michael,,Rucinski,,,,C,5,11,190,L,12,12,1963,Wheeling,IL,USA,,,,,,
rucim003,Mike,Rucinski,Michael,J.,Rucinski,,,,D,5,11,179,L,3,30,1975,Trenton,MI,USA,,,,,,
rudkc001,Cody,Rudkowsky,,,,,,,G,6,1,206,L,7,21,1978,Willingdon,AB,Canada,,,,,,
ruelb001,Bernie,Ruelle,Bernard,Edward,Ruelle,,,,L,5,9,165,L,11,23,1920,Houghton,MI,USA,8,4,1995,,,
ruffj001,Jason,Ruff,Jason,C.,Ruff,,,,L,6,2,192,L,1,27,1970,Kelowna,BC,Canada,,,,,,
ruffl001,Lindy,Ruff,Lindy,Cameron,Ruff,,,,L,6,2,201,L,2,17,1960,Warburg,AB,Canada,,,,,,
ruhnk001,Kent,Ruhnke,Kent,Stuart,Ruhnke,,,,R,6,1,190,R,9,18,1952,Toronto,ON,Canada,,,,,,
rumbd001,Darren,Rumble,Darren,William,Rumble,,,,D,6,1,200,L,1,23,1969,Barrie,ON,Canada,,,,,,
rundd001,David,Rundblad,,,,,,,D,6,2,190,,10,8,1990,Lycsele,,Sweden,,,,,,
rundt001,Thomas,Rundqvist,Per,Thomas,Rundqvist,,,,C,6,3,195,L,5,4,1960,Vimmerby,,Sweden,,,,,,
rungp001,Paul,Runge,Paul,A.,Runge,,,,L,5,11,167,L,9,10,1908,Edmonton,AB,Canada,4,27,1972,Vancouver,BC,Canada
ruotr001,Reijo,Ruotsalainen,Reijo,Juhani,Ruotsalainen,,Rexi,,D,5,8,170,R,4,1,1960,Oulu,,Finland,,,,,,
ruppd001,Duane,Rupp,Duane,Edward Franklin,Rupp,,,,D,6,1,195,L,3,29,1938,McNutt,SK,Canada,,,,,,
ruppm001,Mike,Rupp,Michael,,Rupp,,,,C,6,5,230,L,1,13,1980,Cleveland,OH,USA,,,,,,
ruppp001,Pat,Rupp,Patrick,Lloyd,Rupp,,,,G,5,11,180,L,8,12,1942,Detroit,MI,USA,2,2,2006,,,
ruskt001,Terry,Ruskowski,Terry,Wallace,Ruskowski,,Roscoe,,C,5,10,178,L,12,31,1954,Prince Albert,SK,Canada,,,,,,
russb001,Bob,Russell,Robert,,Russell,,,,C,5,9,167,L,2,5,1955,Toronto,ON,Canada,,,,,,
russc001,Cam,Russell,Cameron,,Russell,,,,D,6,4,200,L,1,12,1969,Halifax,NS,Canada,,,,,,
russc002,Church,Russell,Churchill,Davidson,Russell,,,,L,5,11,175,L,3,16,1923,Winnipeg,MB,Canada,3,31,1999,,,
russk001,Kris,Russell,,,,,,,D,5,10,167,L,5,2,1987,Caroline,AB,Canada,,,,,,
russp001,Phil,Russell,Phillip,Douglas,Russell,,,,D,6,2,205,L,7,21,1952,Edmonton,AB,Canada,,,,,,
russr001,Ryan,Russell,,,,,,,C,5,10,180,,5,2,1987,Caroline,AB,Canada,,,,,,
ruthj001,Jim,Rutherford,James,Earl,Rutherford,,,,G,5,8,168,L,2,17,1949,Beeton,ON,Canada,,,,,,
rutlw001,Wayne,Rutledge,Wayne,Alvin,Rutledge,,,,G,6,2,200,L,1,5,1942,Barrie,ON,Canada,10,5,2004,Huntsville,ON,Canada
ruutc001,Christian,Ruuttu,Christian,,Ruuttu,,,,C,5,11,194,L,2,20,1964,Lappeenranta,,Finland,,,,,,
ruutj001,Jarkko,Ruutu,Jarkko,,Ruutu,,,,L,6,1,200,L,8,23,1975,Helsinki,,Finland,,,,,,
ruutt001,Tuomo,Ruutu,,,,,,,C,6,0,200,L,2,16,1983,Vantaa,,Finland,,,,,,
ruzis001,Stefan,Ruzicka,,,,,,,R,6,0,205,R,2,17,1985,Nitra,,Slovakia,,,,,,
ruziv001,Vladimir,Ruzicka,Vladimir,,Ruzicka,,Rosey,,C,6,3,215,L,6,6,1963,Most,,Czech Republic,,,,,,
ryanb001,Bobby,Ryan,,,,,,,R,6,1,213,R,3,17,1987,Cherry Hill,NJ,USA,,,,,,
ryanm001,Matt,Ryan,,,,,,,C,5,11,185,R,11,12,1983,Sharon,ON,Canada,,,,,,
ryanm002,Michael,Ryan,,,,,,,L,6,1,188,L,5,16,1980,Boston,MA,USA,,,,,,
ryanp001,Prestin,Ryan,,,,,,,D,6,0,190,L,6,29,1980,Arcola,SK,Canada,,,,,,
ryant001,Terry,Ryan,Terrence,,Ryan,,,,L,6,1,202,L,1,14,1977,St. John's,NL,Canada,,,,,,
ryant002,Terry,Ryan,Terrence,Clinton John,Ryan,,,,C,5,10,178,L,9,10,1952,Grand Falls,NL,Canada,,,,,,
rychw001,Warren,Rychel,Warren,Stanley,Rychel,,,,L,6,0,205,L,5,12,1967,Tecumseh,ON,Canada,,,,,,
rycra001,Al,Rycroft,Allen,Bruce,Rycroft,,,,R,5,9,170,R,1,9,1950,Beaver Lodge,AB,Canada,,,,,,
rycrm001,Mark,Rycroft,,,,,,,R,6,0,192,R,7,12,1978,Penticton,BC,Canada,,,,,,
rydem001,Michael,Ryder,Michael,Wayne Glenn,Ryder,,,,R,6,0,192,R,3,31,1980,St. John's,NL,Canada,,,,,,
rydmb001,Blaine,Rydman,Blaine,,Rydman,,,,D,6,2,195,L,12,16,1949,Weyburn,SK,Canada,,,,,,
rymsa001,Andy,Rymsha,Andrew,Anthony,Rymsha,,,,R,6,3,210,L,12,10,1968,St. Catharines,ON,Canada,,,,,,
rynnj001,Jussi,Rynnas,,,,,,,G,6,5,205,,5,22,1987,Pori,,Finlad,,,,,,
rypir001,Rick,Rypien,,,,,,,C,5,11,181,R,5,16,1984,Coleman,AB,Canada,8,15,2011,Crowsnest Pass,AB,Canada
ryznj001,Jason,Ryznar,,,,,,,L,6,4,205,L,2,19,1983,Anchorage,AK,USA,,,,,,
saadb001,Brandon,Saad,,,,,,,L,6,1,202,,10,27,1992,Pittsburgh,PA,USA,,,,,,
saaro001,Olli,Saarinen,,,,,,,,,,,,,,,,,,,,,,,
saars001,Simo,Saarinen,Simo,,Saarinen,,,,D,5,10,185,L,2,14,1963,Helsinki,,Finland,,,,,,
sabos001,Shaun,Sabol,Shaun,Thomas,Sabol,,,,D,6,3,230,L,7,13,1966,Fargo,ND,USA,,,,,,
sabob001,Bob,Sabourin,Robert,,Sabourin,,Sab,,L,5,9,177,L,3,17,1933,Sudbury,ON,Canada,,,,,,
sabod001,Dany,Sabourin,,,,,,,G,6,4,200,L,9,2,1980,Val d'Or,QC,Canada,,,,,,
sabog001,Gary,Sabourin,Gary,Bruce,Sabourin,,Gaye,,R,5,11,180,R,12,4,1943,Parry Sound,ON,Canada,,,,,,
sabok001,Ken,Sabourin,Kenneth,R.,Sabourin,,,,D,6,3,205,L,4,28,1966,Scarborough,ON,Canada,,,,,,
saccd001,David,Sacco,David,Anthony,Sacco,,,,C,6,0,180,R,7,31,1970,Malden,MA,USA,,,,,,
saccj001,Joe,Sacco,Joseph,William,Sacco,,,,R,6,1,190,R,2,4,1969,Medford,MA,USA,,,,,,
sachl001,Larry,Sacharuk,Lawrence,William,Sacharuk,,,,D,6,0,200,R,9,16,1952,Saskatoon,SK,Canada,,,,,,
safrk001,Kirill,Safronov,,,,,,,D,6,2,215,L,2,26,1981,Lenningrad,,Russia,,,,,,
sagar001,Rocky,Saganiuk,Raymond,,Saganiuk,,,,R,5,8,185,R,10,15,1957,Myrnam,AB,Canada,,,,,,
sakij001,Joe,Sakic,Joseph,Steven,Sakic,,,,C,5,11,195,L,7,7,1969,Burnaby,BC,Canada,,,,,,
salab001,Bohumil,Salajka,,,,,,,,,,,,,,,,,,,,,,,
salaa001,Alexander,Salak,,,,,,,G,6,1,189,L,1,5,1987,Strakonice,,Czech Republic,,,,,,
salcb001,Brian,Salcido,,,,,,,D,6,2,198,L,4,14,1985,Hermosa Beach,CA,USA,,,,,,
saler001,Ruslan,Salei,Ruslan,,Salei,,,,D,6,1,212,L,11,2,1974,Minsk,,Belarus,9,7,2011,Yaroslavl,,Russia
saled001,Don,Saleski,Donald,Patrick,Saleski,,Big Bird,,R,6,3,205,R,11,10,1949,Moose Jaw,SK,Canada,,,,,,
salma001,Anssi,Salmela,,,,,,,D,6,1,200,L,8,13,1984,Nokia,,Finland,,,,,,
salmt001,Tony,Salmelainen,,,,,,,L,5,9,185,R,8,8,1981,Espoo,,Finland,,,,,,
salmb001,Borje,Salming,Anders,Borje,Salming,,BJ,,D,6,1,193,L,4,17,1951,Kiruna,,Sweden,,,,,,
saloa001,Andreas,Salomonsson,,,,,,,L,6,1,200,L,12,19,1973,Ornskoldsvik,,Sweden,,,,,,
salos001,Sami,Salo,Sami,,Salo,,,,D,6,3,215,R,9,2,1974,Turku,,Finland,,,,,,
salot001,Tommy,Salo,Tomas,Mikael,Salo,,,,G,5,11,182,L,2,1,1971,Surahammar,,Sweden,,,,,,
salob001,Barry,Salovaara,Barry,John,Salovaara,,,,D,5,10,180,R,1,7,1948,Toronto,ON,Canada,,,,,,
salvb001,Bryce,Salvador,,,,,,,D,6,2,222,L,2,11,1976,Brandon,MB,Canada,,,,,,
